Number,Word,Rating

2859,armed,1

2860,lieutenant,3

2861,weapons,2

2862,entered,1

2863,authorities,4

2864,self-inflicted,20

2865,wound,2

2866,lieutenant,2

2867,related,1

2868,incidents,14

2869,recent,2

2870,easter,1

2871,effort,3

2872,progress,4

2873,assure,7

2874,combat,4

2875,mission,1

2876,battle,1

2877,successful,1

2878,conclusion,10

2879,involves,2

2880,nation-building,13

2881,twin,1

2882,narratives,17

2883,messages,1

2884,meant,1

2885,audiences,10

2886,brief,1

2887,symbolic,13

2888,audience,3

2889,fed,1

2890,broadband,2

2891,infrastructure,13

2892,enterprise,6

2893,mobility,3

2894,solutions,1

2895,wireline,7

2896,communication,1

2897,compelling,17

2898,wave,2

2899,innovations,17

2900,enterprises,3

2901,advertising,1

2902,aim,1

2903,organize,1

2904,monetize,19

2905,dominant,13

2906,plethora,19

2907,extension,4

2908,web-based,1

2909,funded,2

2910,integrated,12

2911,online,1

2912,advertising,1

2913,platforms,1

2914,raided,4

2915,sunni,1

2916,torching,7

2917,looting,9

2918,activists,8

2919,worsening,10

2920,investigating,10

2921,appealed,17

2922,garda,2

2923,technical,2

2924,examination,6

2925,shooting,1

2926,treated,1

2927,injured,5

2928,attack,1

2929,victim,4

2930,sat,1

2931,pub,4

2932,drove,1

2933,nearby,1

2934,injuries,3

2935,non-life-threatening,20

2936,gunman,1

2937,fled,6

2938,saloon,6

2939,burnt,4

2940,swat,3

2941,arrived,1

2942,heard,2

2943,gunshots,3

2944,swat,2

2945,entered,1

2946,sliding,2

2947,identified,8

2948,separated,11

2949,notified,11

2950,texted,6

2951,cremated,20

2952,woke,1

2953,incident,15

2954,identified,5

2955,seeing,1

2956,occurred,8

2957,compound,13

2958,diplomats,8

2959,employees,2

2960,spokesman,5

2961,residents,2

2962,compound,8

2963,blasts,3

2964,mortar,9

2965,explosions,3

2966,gunfire,1

2967,interview,3

2968,taliban,1

2969,spokesman,2

2970,mujahedin,11

2971,kabul,1

2972,conduct,5

2973,operation,3

2974,instead,1

2975,strategic,6

2976,partnerships,1

2977,imposing,17

2978,corrupt,10

2979,unpopular,2

2980,government,1

2981,withdraw,7

2982,government,3

2983,disclose,11

2984,nationalisation,16

2985,exposure,12

2986,loans,1

2987,crash,3

2988,construction,3

2989,sector,3

2990,recession,20

2991,battling,4

2992,swollen,7

2993,deficit,9

2994,unemployment,3

2995,tumbled,13

2996,government,2

2997,readied,6

2998,drastic,8

2999,reforms,1

3000,sheets,1

3001,nationalising,10

3002,rajoy,1

3003,adopt,1

3004,broad,3

3005,reforms,2

3006,sectors,1

3007,massive,2

3008,exposure,1

3009,collapsed,9

3010,property,1

3011,overextended,13

3012,boom,3

3013,bust,1

3014,neighbor,2

3015,heard,1

3016,responded,12

3017,knock,1

3018,reporters,1

3019,deputies,11

3020,arrived,2

3021,discovered,6

3022,eldest,2

3023,pebbles,1

3024,wounded,7

3025,patrol,4

3026,lawn,3

3027,attempt,5

3028,rescue,8

3029,rushed,4

3030,wounds,5

3031,suicide,13

3032,witness,7

3033,received,1

3034,text,1

3035,cremated,20

3036,russian,1

3037,authorities,7

3038,annul,16

3039,parliamentary,12

3040,ex-soviet,1

3041,mikhail,1

3042,gorbachev,1

3043,urged,6

3044,wednesday,1

3045,indignation,20

3046,widespread,5

3047,alleged,13

3048,fraud,2

3049,thousands,1

3050,rallied,7

3051,protesters,6

3052,detained,16

3053,tide,2

3054,discontent,15

3055,vladimir,1

3056,steep,5

3057,majority,2

3058,preliminary,8

3059,opposition,4

3060,international,2

3061,observers,2

3062,marred,13

3063,vote-rigging,17

3064,alleged,3

3065,ballot-box,3

3066,stuffing,5

3067,rolls,1

3068,attack,1

3069,message,1

3070,attacks,2

3071,forces,2

3072,innocent,13

3073,destroy,1

3074,sign,1

3075,agreements,10

3076,focus,1

3077,spokesman,7

3078,mujahideen,12

3079,arrival,1

3080,announced,2

3081,annual,3

3082,spring,1

3083,offensive,12

3084,increase,1

3085,taliban,1

3086,officials,1

3087,target,7

3088,karzai,1

3089,government,1

3090,parliamentarians,13

3091,international,3

3092,troops,1

3093,text,3

3094,deputies,10

3095,identified,8

3096,shooting,1

3097,happened,1

3098,canaveral,1

3099,location,1

3100,numerous,11

3101,famed,11

3102,shuttle,5

3103,launches,6

3104,spokesman,7

3105,immediately,5

3106,history,1

3107,agency,2

3108,dispatch,12

3109,released,2

3110,authorities,6

3111,responded,4

3112,successive,17

3113,easter,1

3114,thrown,2

3115,exclusive,3

3116,economic,2

3117,continental,2

3118,shelf,1

3119,dfa,2

3120,deployed,9

3121,brp,2

3122,dispatched,13

3123,boarding,2

3124,inspect,1

3125,vessels,4

3126,evidence,4

3127,catch,2

3128,vessels,4

3129,including,1

3130,surveillance,11

3131,initially,1

3132,inspection,5

3133,illegally,1

3134,corals,3

3135,clams,2

3136,compartments,9

3137,vessel,2

3138,boarded,2

3139,maritime,6

3140,surveillance,4

3141,identified,3

3142,zhonggou,1

3143,shoal,5

3144,vessels,1

3145,preventing,2

3146,erring,6

3147,suggested,3

3148,management,4

3149,administrations,7

3150,significantly,9

3151,degrade,10

3152,major,1

3153,successes,1

3154,term,1

3155,reminder,2

3156,keenly,10

3157,dealing,2

3158,war-weary,16

3159,decade-long,6

3160,worth,2

3161,incurred,19

3162,majority,2

3163,conflict,10

3164,nationally,1

3165,televised,4

3166,tailored,20

3167,address,1

3168,sentiment,15

3169,ambassador,7

3170,reaffirmed,17

3171,governments,1

3172,shoal,1

3173,territory,4

3174,despite,1

3175,impasse,18

3176,resolved,2

3177,diplomatic,8

3178,issue,1

3179,government,1

3180,detain,7

3181,fishermen,1

3182,prevented,1

3183,surveillance,12

3184,craft,2

3185,waters,1

3186,shoal,13

3187,north-western,1

3188,province,1

3189,disputing,14

3190,shoal,3

3191,surveillance,9

3192,sighted,4

3193,vessels,2

3194,anchored,9

3195,lagoon,6

3196,prompting,3

3197,deploy,10

3198,warship,3

3199,acquired,11

3200,unable,1

3201,raise,2

3202,funds,1

3203,government,1

3204,convertible,17

3205,shares,2

3206,bonds,2

3207,raise,1

3208,debt,3

3209,instrument,8

3210,contingent,10

3211,convertibles,3

3212,cocos,6

3213,ownership,1

3214,still-troubled,1

3215,announced,1

3216,drastic,9

3217,reform,3

3218,aside,2

3219,cushion,6

3220,assets,4

3221,independent,1

3222,auditing,15

3223,valuing,3

3224,exposure,8

3225,collapsed,6

3226,sector,1

3227,conference,3

3228,cabinet,1

3229,earlier,1

3230,financial,2

3231,suggested,2

3232,reform,8

3233,delayed,4

3234,negotiations,16

3235,intensify,17

3236,clean-up,2

3237,last-minute,1

3238,lenders,5

3239,financial,1

3240,reforms,1

3241,cabinet,3

3242,toxic,7

3243,estate,2

3244,assets,4

3245,deepen,4

3246,lenders,2

3247,cabinet,4

3248,demand,1

3249,portfolios,13

3250,obliged,14

3251,provisions,13

3252,assets,2

3253,maritime,6

3254,surveillance,9

3255,identified,1

3256,approached,4

3257,positioned,4

3258,vessels,3

3259,preventing,4

3260,erring,15

3261,scarborough,1

3262,asserted,15

3263,sovereignty,20

3264,shoal,11

3265,accused,3

3266,vessels,2

3267,intruding,15

3268,territory,3

3269,spratlys,1

3270,dismissed,4

3271,protests,1

3272,indisputable,9

3273,sovereignty,5

3274,historical,1

3275,regulatory,5

3276,hurdle,3

3277,understood,3

3278,neighbouring,6

3279,estate,5

3280,reported,2

3281,scene,3

3282,deputy,1

3283,minister,1

3284,tragically,15

3285,spoken,1

3286,extend,12

3287,victim,6

3288,terrible,6

3289,psni,3

3290,spokesman,11

3291,alerted,12

3292,shortly,1

3293,eurozones,8

3294,fourth-largest,1

3295,recession,20

3296,battling,4

3297,reduce,1

3298,swollen,7

3299,deficit,9

3300,unemployment,7

3301,government,1

3302,intense,11

3303,deficit,6

3304,gdp,2

3305,painted,3

3306,grim,11

3307,reform,7

3308,gdp,2

3309,shrink,10

3310,drop,1

3311,predicted,10

3312,madrid,1

3313,deficit,5

3314,output,3

3315,overspending,11

3316,observatory,6

3317,lcc,2

3318,government,1

3319,stormed,14

3320,damascus,1

3321,suburb,9

3322,qaboun,2

3323,conducted,3

3324,raids,2

3325,deployed,12

3326,snipers,10

3327,state-run,2

3328,parliamentary,7

3329,government,1

3330,praised,2

3331,milestone,11

3332,reforms,3

3333,opposition,2

3334,boycotted,20

3335,polls,1

3336,designed,2

3337,strengthen,1

3338,assads,1

3339,grip,2

3340,uprising,5

3341,protests,1

3342,political,1

3343,reform,2

3344,brutally,9

3345,cracked,1

3346,dissent,13

3347,opposition,1

3348,rebels,5

3349,authorities,12

3350,happened,1

3351,spokesman,12

3352,sheriff,1

3353,identified,9

3354,victims,10

3355,appeared,5

3356,handgun,3

3357,neighbor,4

3358,dawn,10

3359,report,1

3360,gunfire,1

3361,fatally,11

3362,neighborhood,5

3363,residences,10

3364,plug,2

3365,gaping,12

3366,tackle,9

3367,fallout,12

3368,property,1

3369,crash,1

3370,fell,1

3371,expectations,6

3372,centre-right,4

3373,offered,1

3374,high-interest,2

3375,brink,9

3376,crisis,6

3377,shaking,1

3378,independent,3

3379,audit,6

3380,lending,1

3381,definitive,9

3382,framework,7

3383,clamoring,17

3384,sovereign,2

3385,strategy,2

3386,restructuring,14

3387,economic,1

3388,downturn,8

3389,uncertainty,4

3390,sectors,2

3391,provisioning,10

3392,assets,2

3393,bubble,2

3394,burst,2

3395,core,1

3396,zone,1

3397,crisis,1

3398,massive,1

3399,rescue,2

3400,finances,1

3401,meanwhile,1

3402,raided,10

3403,sunni,2

3404,observatory,9

3405,activists,13

3406,civilians,5

3407,surged,15

3408,flashpoints,20

3409,despite,5

3410,observers,1

3411,verified,5

3412,independently,3

3413,journalists,2

3414,movements,1

3415,severely,3

3416,restricted,6

3417,expected,2

3418,announce,3

3419,aside,3

3420,region,1

3421,cabinet,6

3422,expected,2

3423,approve,1

3424,property,1

3425,separate,1

3426,acquisition,20

3427,announced,3

3428,approvals,1

3429,jurisdictions,20

3430,libertyville,2

3431,illinois-based,2

3432,mobility,1

3433,regulatory,4

3434,filing,3

3435,clearance,10

3436,required,1

3437,stance,12

3438,acquire,8

3439,california-based,1

3440,confirmed,3

3441,authorities,2

3442,purchase,2

3443,acquisition,10

3444,wireless-equipment,8

3445,decade,5

3446,data,1

3447,compiled,16

3448,competitor,3

3449,handset,5

3450,devices,1

3451,mobility,1

3452,software,1

3453,handsets,3

3454,approval,1

3455,ensure,5

3456,android,1

3457,versions,4

3458,commerce,2

3459,statement,1

3460,unannounced,7

3461,strategic,5

3462,terms,1

3463,relations,2

3464,departure,9

3465,election-year,1

3466,winding,3

3467,costly,2

3468,increasingly,1

3469,unpopular,2

3470,fellow,1

3471,backdrop,7

3472,armoured,12

3473,travelled,1

3474,decade,5

3475,pre-dawn,8

3476,darkness,1

3477,horizon,7

3478,relationship,1

3479,strained,10

3480,posing,2

3481,remains,2

3482,taliban,1

3483,insurgents,11

3484,sergeant,3

3485,civilians,2

3486,intervention,16

3487,deficit,10

3488,vowed,10

3489,slash,7

3490,economic,2

3491,output,1

3492,discounted,13

3493,trim,5

3494,deficit,5

3495,recession,19

3496,unemployment,2

3497,overnight,4

3498,clashes,1

3499,activists,9

3500,observatory,2

3501,wounded,3

3502,restive,11

3503,province,3

3504,troop,2

3505,carriers,1

3506,destroyed,2

3507,uk-based,1

3508,neighbors,3

3509,begging,6

3510,neighbors,1

3511,immediately,5

3512,gunshots,3

3513,perimeter,20

3514,lying,1

3515,ambulance,7

3516,emts,2

3517,pronounced,16

3518,pebbles,2

3519,swat,3

3520,investigation,8

3521,heard,1

3522,shot,1

3523,fla,1

3524,hadnt,1

3525,domestic,4

3526,violence,2

3527,threw,2

3528,threatened,15

3529,according,1

3530,kicked,1

3531,punched,3

3532,repeatedly,2

3533,scuffle,19

3534,neighbors,1

3535,complained,5

3536,shouts,2

3537,yells,1

3538,emanating,20

3539,troublemakers,14

3540,distressing,18

3541,fathom,17

3542,approached,4

3543,lone,3

3544,seriously,1

3545,critical,7

3546,condition,1

3547,belfast,2

3548,spokesperson,13

3549,confirmed,3

3550,undergone,12

3551,surgery,3

3552,believed,1

3553,questioned,2

3554,suspicion,15

3555,murder,1

3556,suspicion,6

3557,assisting,4

3558,offender,13

3559,released,2

3560,charge,2

3561,arrested,1

3562,toome,2

3563,parish,1

3564,utv,1

3565,horror,2

3566,siblings,15

3567,successive,9

3568,waves,2

3569,sector,1

3570,clean-ups,5

3571,convince,6

3572,investors,1

3573,correspondent,9

3574,toxic,2

3575,assets,2

3576,bubble,2

3577,recession,15

3578,recession,7

3579,mortgages,18

3580,after-effects,10

3581,reform,1

3582,urgent,1

3583,analysts,8

3584,yields,9

3585,benchmark,11

3586,borrowing,3

3587,discredit,19

3588,expected,1

3589,announce,2

3590,financial,1

3591,reforms,2

3592,process,2

3593,purchasing,4

3594,drawing,3

3595,shifting,5

3596,attention,2

3597,hardware,3

3598,fleshing,14

3599,unlocked,6

3600,smartphones,2

3601,lead,1

3602,devices,1

3603,hardware,2

3604,manufacturers,5

3605,in-house,10

3606,reason,1

3607,alongside,7

3608,hardware,1

3609,innovation,20

3610,communications,3

3611,focused,4

3612,advancing,5

3613,connects,1

3614,gardai,1

3615,investigating,14

3616,shooting,1

3617,recovered,6

3618,wounded,5

3619,pub,2

3620,targetted,14

3621,lone,5

3622,gunman,1

3623,discharged,16

3624,victim,4

3625,treatment,2

3626,injuries,3

3627,getaway,5

3628,burned,2

3629,inchicore,1

3630,recovered,1

3631,preserved,8

3632,gardai,5

3633,technical,3

3634,examination,2

3635,secretary,1

3636,ambassador,6

3637,resolve,4

3638,diplomatically,12

3639,stand-off,11

3640,warship,3

3641,surveillance,9

3642,vessels,2

3643,disputed,6

3644,filipino,1

3645,warship,6

3646,boarded,5

3647,vessels,7

3648,inspection,7

3649,discovering,1

3650,illegally,5

3651,coral,3

3652,clams,3

3653,department,1

3654,maritime,6

3655,surveillance,9

3656,approached,3

3657,positioned,3

3658,warship,2

3659,vessels,2

3660,preventing,1

3661,erring,19

3662,scarborough,1

3663,huangyan,1

3664,asserted,14

3665,sovereignty,20

3666,refers,2

3667,shoal,12

3668,accused,5

3669,vessels,2

3670,intruding,11

3671,territory,4

3672,spratlys,2

3673,thousands,1

3674,rallied,12

3675,petersburg,1

3676,thousands,1

3677,interior,4

3678,ministry,2

3679,troops,2

3680,hundreds,1

3681,protesters,6

3682,detained,17

3683,gorbachev,1

3684,interfax,2

3685,election,1

3686,tide,3

3687,discontent,14

3688,vladimir,1

3689,steep,3

3690,majority,2

3691,preliminary,13

3692,opposition,4

3693,international,2

3694,observers,4

3695,marred,17

3696,vote-rigging,18

3697,alleged,9

3698,ballot-box,2

3699,stuffing,4

3700,rolls,2

3701,assault,18

3702,highlighted,12

3703,ability,1

3704,strike,2

3705,heavily,1

3706,guarded,4

3707,tightened,8

3708,anniversary,5

3709,neighboring,7

3710,helicopter,2

3711,agreement,2

3712,governing,7

3713,presence,2

3714,combat,6

3715,withdraw,5

3716,base,1

3717,surrounded,7

3718,broadcast,13

3719,lightning,6

3720,estimates,9

3721,crisis,3

3722,opposition,7

3723,toll,4

3724,despite,3

3725,ongoing,4

3726,chaos,14

3727,state-run,2

3728,announced,2

3729,recent,2

3730,parliamentary,11

3731,elections,1

3732,announced,1

3733,candidates,3

3734,vied,6

3735,parliamentary,3

3736,opposition,3

3737,urged,7

3738,boycott,16

3739,candidates,1

3740,amounted,8

3741,reform,6

3742,grant,1

3743,credibility,16

3744,confidence,3

3745,sector,3

3746,credit,1

3747,flow,1

3748,reasonable,3

3749,conference,3

3750,deeply,1

3751,shocked,1

3752,traumatised,20

3753,murdered,5

3754,seriously,1

3755,wider,2

3756,community,1

3757,understood,1

3758,neighbouring,8

3759,housing,1

3760,shooting,1

3761,bellaghy,1

3762,parish,6

3763,fr,1

3764,dived,2

3765,process,4

3766,official,1

3767,approval,4

3768,deal,1

3769,score,2

3770,regulatory,10

3771,commission,1

3772,anti-monopoly,15

3773,bureau,9

3774,leapt,9

3775,period,1

3776,intense,6

3777,regulatory,2

3778,scrutiny,14

3779,routine,3

3780,purchasing,1

3781,yuan,1

3782,globally,7

3783,subject,1

3784,originally,2

3785,deal,1

3786,werent,2

3787,confirmed,6

3788,purchase,2

3789,insurgency,20

3790,claimed,1

3791,spring,1

3792,offensive,8

3793,renewed,5

3794,despite,2

3795,clamp-down,18

3796,architect,14

3797,raid,5

3798,televised,1

3799,address,1

3800,base,1

3801,winding,5

3802,emerge,6

3803,decade,3

3804,conflict,2

3805,abroad,3

3806,economic,1

3807,crisis,1

3808,renew,3

3809,backdrop,19

3810,armored,5

3811,lieutenant,13

3812,defected,15

3813,clashes,8

3814,regime,6

3815,launched,2

3816,offensive,9

3817,sharp,1

3818,resistance,9

3819,rebels,3

3820,seeking,1

3821,ouster,15

3822,regime,6

3823,observatory,4

3824,wounded,2

3825,shelling,10

3826,bombardment,17

3827,regime,3

3828,resumed,3

3829,quraya,1

3830,province,2

3831,machinegun,3

3832,regime,2

3833,raided,5

3834,watchdog,13

3835,damascus,1

3836,regime,4

3837,raided,3

3838,neighborhood,1

3839,qaboon,1

3840,snipers,15

3841,stationed,8

3842,defeat,2

3843,deny,3

3844,rebuild,4

3845,difficult,2

3846,enormous,9

3847,sacrifices,9

3848,issued,2

3849,congress,4

3850,defense,1

3851,overall,1

3852,insurgent,18

3853,praised,4

3854,security,1

3855,capabilities,5

3856,corruption,17

3857,remains,1

3858,widespread,10

3859,violence,3

3860,troops,2

3861,signing,2

3862,promise,1

3863,vehicle,2

3864,businesslike,6

3865,affair,2

3866,palace,1

3867,pleasantries,20

3868,pageantry,20

3869,opportunity,2

3870,off-message,7

3871,demands,1

3872,denunciations,20

3873,exasperated,20

3874,acknowledged,10

3875,achieve,1

3876,destroying,3

3877,denying,3

3878,haven,3

3879,capacity,7

3880,usher,18

3881,era,1

3882,strategic,15

3883,terrain,13

3884,deserters,15

3885,disparate,14

3886,mount,1

3887,raids,2

3888,buses,1

3889,roadblocks,3

3890,manned,4

3891,intelligence,1

3892,opposition,3

3893,activists,1

3894,wheat,1

3895,leading,1

3896,narrow,1

3897,avert,14

3898,full-scale,1

3899,crossroads,6

3900,conflict,2

3901,comprises,8

3902,faiths,1

3903,sects,6

3904,ethnic,2

3905,tensions,2

3906,resonate,19

3907,neighboring,2

3908,ally,3

3909,robust,12

3910,authorities,2

3911,firmly,1

3912,bellaghy,1

3913,stunned,18

3914,tragic,10

3915,oneills,1

3916,arrested,1

3917,toome,1

3918,suite,3

3919,antrim,2

3920,investigating,11

3921,appealed,14

3922,information,3

3923,incident,9

3924,caoimhe,1

3925,councillor,12

3926,magherafelt,1

3927,tight-knit,16

3928,plunged,18

3929,shock,1

3930,shock,1

3931,doorstep,6

3932,scullion,1

3933,fein,1

3934,councillor,8

3935,marked,1

3936,security,2

3937,brookings,1

3938,institution,4

3939,encouraged,6

3940,prospects,16

3941,emphatically,20

3942,wartime,5

3943,leadership,2

3944,committed,7

3945,pretty,2

3946,reelected,10

3947,mission,1

3948,focused,5

3949,draw,2

3950,criticism,12

3951,accused,7

3952,spiking,3

3953,leading,1

3954,anniversary,5

3955,prompted,12

3956,military,2

3957,deploy,19

3958,warship,1

3959,acquired,15

3960,filipino,1

3961,warship,1

3962,boarded,3

3963,vessels,7

3964,inspection,3

3965,illegally,4

3966,coral,3

3967,clams,5

3968,engaged,2

3969,illegal,2

3970,harvesting,7

3971,endangered,15

3972,marine,1

3973,species,2

3974,maritime,6

3975,surveillance,8

3976,approached,1

3977,positioned,3

3978,warship,1

3979,vessels,3

3980,preventing,1

3981,erring,16

3982,embassy,2

3983,shelter,3

3984,lagoon,11

3985,lagoon,4

3986,harassed,16

3987,huge,2

3988,security,2

3989,preparations,8

3990,risky,4

3991,concerns,4

3992,citizens,1

3993,independent,4

3994,political,2

3995,analyst,6

3996,morning,1

3997,innocent,7

3998,related,1

3999,concern,3

4000,taliban,1

4001,immediately,2

4002,claimed,4

4003,responsibility,1

4004,conducted,8

4005,extremely,5

4006,unsophisticated,20

4007,beyond,4

4008,explosives,5

4009,pre-positioned,13

4010,vicinity,17

4011,sprawling,20

4012,underscore,20

4013,forces,1

4014,alighting,20

4015,anniversary,4

4016,raid,2

4017,mastermind,13

4018,unsubtle,20

4019,presidency,2

4020,commander,1

4021,finally,1

4022,unwinnable,12

4023,bagged,18

4024,recent,1

4025,response,2

4026,presidents,1

4027,launch,5

4028,spring,1

4029,offensive,3

4030,eyewitnesses,13

4031,suicide,3

4032,militants,9

4033,disguised,12

4034,assault,6

4035,wounded,1

4036,swarmed,18

4037,regained,4

4038,spokesman,1

4039,desperate,10

4040,innocent,4

4041,civilians,1

4042,credited,4

4043,responding,1

4044,failure,1

4045,intelligence,5

4046,leading,1

4047,militants,5

4048,staged,4

4049,coordinated,9

4050,assaults,1

4051,paralyzed,20

4052,diplomatic,3

4053,pre-dawn,16

4054,horizon,6

4055,seeking,1

4056,flew,2

4057,secret,1

4058,cementing,12

4059,combat,3

4060,asleep,3

4061,future,1

4062,agreeing,1

4063,long-term,2

4064,karzais,1

4065,karzai,1

4066,accused,6

4067,sovereignty,20

4068,militants,5

4069,vowed,7

4070,struggle,2

4071,contents,1

4072,illegitimate,17

4073,withdrawal,3

4074,invading,7

4075,puppets,11

4076,referring,1

4077,karzai,1

4078,government,1

4079,deficit,18

4080,government,1

4081,adjustment,3

4082,willingness,9

4083,thereby,1

4084,restricting,10

4085,contract,2

4086,extending,1

4087,recession,15

4088,economy,1

4089,shrink,6

4090,karzai,1

4091,inked,4

4092,pact,5

4093,designate,14

4094,non-nato,3

4095,ally,3

4096,aid,1

4097,advisers,2

4098,combat,2

4099,karzai,1

4100,ink,3

4101,anniversary,2

4102,pentagon,3

4103,review,3

4104,released,1

4105,heard,1

4106,swat,4

4107,entered,1

4108,entrance,3

4109,neighbor,1

4110,banged,12

4111,bleeding,5

4112,neighbor,2

4113,towel,1

4114,appeared,6

4115,worst,2

4116,homicide,17

4117,recall,2

4118,claimed,4

4119,including,1

4120,occasions,6

4121,arrested,3

4122,domestic,6

4123,violence,2

4124,oppose,5

4125,assad,1

4126,accuse,4

4127,damascus,2

4128,heavy-handed,10

4129,meddling,18

4130,lebanese,1

4131,legacy,10

4132,backlash,16

4133,virtual,4

4134,influence,2

4135,uprising,13

4136,reform,5

4137,government,1

4138,brutally,5

4139,cracked,3

4140,dissent,20

4141,opposition,4

4142,government,1

4143,switched,3

4144,rebels,3

4145,envoy,12

4146,crisis,1

4147,bloodshed,13

4148,observers,1

4149,deployed,12

4150,truce,13

4151,government,2

4152,wake,3

4153,incident,5

4154,netanyahu,2

4155,sought,9

4156,preserve,7

4157,treaty,3

4158,ensure,5

4159,revamped,20

4160,resumption,19

4161,diplomatic,4

4162,levanons,1

4163,successor,11

4164,arrangements,2

4165,implemented,15

4166,guidelines,2

4167,diplomatic,5

4168,amitas,1

4169,departure,4

4170,pending,5

4171,willingness,3

4172,authorities,1

4173,approve,1

4174,upgraded,2

4175,embassy,2

4176,closed-circuit,5

4177,surveillance,11

4178,foreign,1

4179,secretary,1

4180,ambassador,5

4181,reaffirmed,20

4182,governments,1

4183,scarborough,1

4184,shoal,2

4185,territory,4

4186,despite,4

4187,impasse,20

4188,resolved,5

4189,seek,1

4190,diplomatic,8

4191,issue,1

4192,government,2

4193,standoff,15

4194,detain,8

4195,surveillance,13

4196,craft,1

4197,accused,2

4198,harassing,19

4199,territory,2

4200,myriad,15

4201,competing,3

4202,territorial,3

4203,notably,1

4204,spratly,2

4205,shoal,7

4206,island,1

4207,claimed,1

4208,slightest,11

4209,values,1

4210,economic,2

4211,recovery,2

4212,complicated,9

4213,collapse,10

4214,declined,3

4215,steeply,12

4216,individuals,1

4217,mortgage,17

4218,mortgages,10

4219,separate,1

4220,announced,2

4221,liberalize,18

4222,rentals,2

4223,attempt,2

4224,portfolios,20

4225,debt,2

4226,commission,2

4227,deficit,12

4228,government,1

4229,unveiled,20

4230,reform,5

4231,troubled,2

4232,desperate,7

4233,bid,1

4234,convince,2

4235,investors,3

4236,sector,1

4237,solvent,18

4238,strategy,5

4239,bailout,17

4240,fate,1

4241,announced,1

4242,aside,1

4243,cushion,4

4244,assets,1

4245,conservative,10

4246,aside,1

4247,rainy-day,4

4248,elsewhere,2

4249,thousands,2

4250,rallied,14

4251,detained,19

4252,arrested,1

4253,hundreds,1

4254,protesters,6

4255,journalists,5

4256,admit,2

4257,numerous,3

4258,falsifications,20

4259,rigging,20

4260,reflect,2

4261,according,1

4262,afp,1

4263,decision,1

4264,annul,11

4265,election,1

4266,helicopters,1

4267,roamed,9

4268,force,1

4269,struggle,2

4270,majority,3

4271,bracing,20

4272,explanation,4

4273,analyst,9

4274,lenders,3

4275,aside,1

4276,euros,1

4277,provisions,18

4278,performing,3

4279,defaults,15

4280,rise,1

4281,recession,18

4282,unemployment,1

4283,raise,1

4284,convertible,14

4285,shares,1

